borrowerId,borrowerFname,borrowerMname,borroweLname,borrowerStreet,borrowerCity,borrowerState,borrowerZip,borrowerDOB,borrowerRace,borrowerEthnicity,borrowerGender,borrowerAnnualIncomeUSD
635,MAYRA,NULL,Beiter,1000 E MAPLE AVENUE,MUNDELEIN,IL,60060,2/1/1993,White,European American,Male,89600
636,JAYNE,NULL,Auker,1000 W. 42ND STREET,INDIANAPOLIS,IN,46208,4/20/1985,White,European American,Male,32972
637,JACLYN,NULL,Antunes,333 WARTBURG PLACE PO BOX 5004,DUBUQUE,IA,52004,10/12/1986,White,European American,Male,66350
638,GRACIE,NULL,Andrian,6601 MONTICELLO ROAD,SHAWNEE,KS,66226,7/14/1981,Black,European American,Male,16199
639,SONDRA,NULL,Avers,204 N. LEXINGTON,WILMORE,KY,40390,2/17/1982,White,European American,Male,86679
640,CARMELA,NULL,Alvarran,631 SOUTH LIMESTONE,LEXINGTON,KY,40508,3/25/1998,White,European American,Male,69065
641,MARISA,NULL,Antolini,1044 ALTA VISTA RD,LOUISVILLE,KY,40205,9/14/1995,White,European American,Male,23689
642,ROSALIND,NULL,Angocicco,3939 GENTILLY BOULEVARD,NEW ORLEANS,LA,70126,6/23/1982,White,European American,Male,19593
643,CHARITY,NULL,Agnew,2901 S CARROLLTON AVE,NEW ORLEANS,LA,70118,1/23/1989,White,European American,Male,14990
644,TONIA,NULL,Bartlome,210 HERRICK ROAD,NEWTON CENTRE,MA,2459,5/7/1980,White,European American,Male,15472
645,BEATRIZ,NULL,Bacchi,99 BRATTLE STREET,CAMBRIDGE,MA,2138,12/1/1984,Black,European American,Male,67866
646,MARISOL,NULL,Bellrichard,558 SOUTH AVENUE,WESTON,MA,2493,3/11/1984,Hispanic,European American,Male,39442
647,CLARICE,NULL,Bazan,3233 BURTON STREET SOUTHEAST,GRAND RAPIDS,MI,49546,12/26/1997,White,European American,Male,66874
648,JEANINE,NULL,Babitsch,1221 WOODWARD AVE  BOX 801,BLOOMFIELD HILLS,MI,48303,2/12/1989,Hispanic,European American,Male,15888
649,SHEENA,NULL,Berlingeri,LAW COLLEGE BUILDING 364,EAST LANSING,MI,48824,10/18/1981,White,European American,Male,67065
650,ANGELINE,NULL,Barlage,101 E. 13TH ST.,HOLLAND,MI,49423,1/7/1994,White,European American,Female,57267
651,FRIEDA,NULL,Ballez,2481 COMO AVE,ST PAUL,MN,55108,12/20/1984,White,European American,Female,25265
652,LILY,NULL,Berkery,3000 FIFTH STREET NW,NEW BRIGHTON,MN,55112,3/29/1998,White,European American,Male,15507
653,ROBBIE,W,Araneo,875 SUMMIT AVENUE,ST PAUL,MN,55105,2/11/1983,White,European American,Male,25356
654,SHAUNA,NULL,Alawdi,801 SEMINARY PLACE,SAINT LOUIS,MO,63105,5/26/1982,White,European American,Female,50891
655,MILLIE,NULL,Berhow,475 E LOCKWOOD AVENUE,ST. LOUIS,MO,63119,8/5/1986,White,European American,Female,14597
656,CLAUDETTE,NULL,Arvin,1750 INDEPENDENCE BLVD,KANSAS CITY,MO,64106,5/28/1994,White,European American,Male,49275
657,CATHLEEN,NULL,Amburgy,800 W JEFFERSON,KIRKSVILLE,MO,63501,3/5/1990,White,European American,Female,19624
658,ANGELIA,NULL,Appia,1700 E MEYER BLVD,KANSAS CITY,MO,64131,6/23/1984,White,European American,Female,53294
659,GABRIELLE,NULL,Andrades,5123 EAST TRUMAN ROAD,KANSAS CITY,MO,64127,7/11/1975,White,European American,Female,59040
660,AUTUMN,NULL,Arcangel,17 SEMINARY PLACE,NEW BRUNSWICK,NJ,8901,11/18/1993,White,European American,Female,18583
661,KATHARINE,NULL,Berkshire,P.O. BOX 821,PRINCETON,NJ,8542,8/27/1983,White,European American,Female,89434
662,SUMMER,NULL,Adelstein,610 W 112TH ST,NEW YORK,NY,10025,8/20/1994,White,European American,Male,38151
663,JODIE,NULL,Anes,475 RIVERSIDE DRIVE,NEW YORK,NY,10115,2/20/2000,Black,European American,Male,33079
664,STACI,NULL,Baumbusch,250 JORALEMON STREET,BROOKLYN,NY,11201,1/26/2000,White,European American,Male,88565
665,LEA,NULL,Bartylla,1100 S GOODMAN STREET,ROCHESTER,NY,14620,12/31/1984,White,European American,Male,51805
666,CHRISTI,NULL,Armstead,175 NINTH AVENUE,NEW YORK,NY,10011,5/28/1986,White,European American,Male,40059
667,JIMMIE,NULL,Aronstein,53 EAST 124TH STREET,NEW YORK,NY,10035,8/7/2001,White,European American,Male,55794
668,JUSTINE,NULL,Barabas,57 WORTH ST,NEW YORK,NY,10013,5/22/1981,Hispanic,European American,Male,31166
669,ELMA,NULL,Barman,ADMINISTRATION BLDG,VALHALLA,NY,10595,9/30/2000,White,European American,Male,62245
670,LUELLA,NULL,Beauman,1230 YORK AVENUE,NEW YORK,NY,10021,4/25/1982,White,European American,Male,60343
671,MARGRET,NULL,Alimento,711 KNOX ROAD,EAST AURORA,NY,14052,6/13/1993,Black,European American,Male,87509
672,DOMINIQUE,A,Barrocas,575 SCARSDALE RD,CRESTWOOD,NY,10707,8/16/1984,White,European American,Female,36786
673,SOCORRO,NULL,Babikian,80 NEW SCOTLAND AVE,ALBANY,NY,12208,3/3/1996,White,European American,Male,81345
674,RENE,NULL,Barze,47 NEW SCOTLAND  ADM R214/MC-1,ALBANY,NY,12208,1/29/1991,White,European American,Male,68201
675,MARTINA,NULL,Baum,3041 BROADWAY,NEW YORK,NY,10027,11/8/1998,White,European American,Male,30019
676,MARGO,NULL,Benincasa,P O BOX 1889,WAKE FOREST,NC,27588,2/26/1984,White,European American,Male,57026
677,MAVIS,NULL,Bellocchio,2199 EAST MAIN STREET,COLUMBUS,OH,43209,10/3/1993,White,European American,Male,28063
678,CALLIE,NULL,Barby,3081 COLUMBUS PIKE,DELAWARE,OH,43015,5/18/1978,Hispanic,European American,Female,54452
679,BOBBI,NULL,Artibee,1810 HARVARD BLVD,DAYTON,OH,45406,12/25/1989,White,European American,Male,50559
680,MARITZA,NULL,Almestica,121 SOUTH COLLEGE STREET,MYERSTOWN,PA,17067,12/13/2001,Hispanic,European American,Female,61902
681,LUCILE,NULL,Ahlheim,100 CAMPUS DRIVE,GROVE CITY,PA,16127,11/1/1987,White,European American,Male,65750
682,LEANNE,NULL,Asplund,555 W JAMES ST,LANCASTER,PA,17603,8/22/1978,White,European American,Male,17132
683,JEANNINE,NULL,Berkson,61 SEMINARY RIDGE,GETTYSBURG,PA,17325,3/2/1989,Black,European American,Male,38149
684,DEANA,NULL,Auer,7301 GERMANTOWN AVE,PHILADELPHIA,PA,19119,9/4/1999,White,European American,Male,66942
685,AILEEN,NULL,Antolak,616 NORTH HIGHLAND AVENUE,PITTSBURGH,PA,15206,3/9/1989,White,European American,Female,82500
686,LORIE,NULL,Bazelais,7418 PENN AVE,PITTSBURGH,PA,15208,11/11/1997,White,European American,Female,62697
687,LADONNA,Y,Balangatan,2690 WEST CHURCH ROAD,GLENSIDE,PA,19038,1/7/1983,White,European American,Female,86595
688,WILLA,NULL,Abling,4201 NORTH MAIN STREET,COLUMBIA,SC,29203,5/14/1999,White,European American,Female,36943
689,MANUELA,NULL,Bentham,1005 DR. D.B. TODD JR. BLVD,NASHVILLE,TN,37208,10/12/1976,White,European American,Female,83302
690,GALE,NULL,Aceret,100 E 27TH ST,AUSTIN,TX,78705,1/24/1992,White,European American,Male,29107
691,SELMA,NULL,Albini,3909 SWISS AVENUE,DALLAS,TX,75204,4/8/1998,White,European American,Male,63612
692,DOLLY,NULL,Bankhead,501 E 32ND STREET,AUSTIN,TX,78705,8/18/1985,White,European American,Female,81629
693,SYBIL,NULL,Alber,285 OBLATE DR,SAN ANTONIO,TX,78216,11/25/1983,White,European American,Female,67535
694,ABBY,NULL,Behrns,3401 BROOK ROAD,RICHMOND,VA,23227,1/16/1986,White,European American,Female,20966
695,LARA,NULL,Alexnder,2777 MISSION RD,NASHOTAH,WI,53058,9/20/1983,White,European American,Male,15523
696,DALE,NULL,Ancel,200 MCALLISTER ST,SAN FRANCISCO,CA,94102,1/9/1992,White,European American,Male,52408
697,IVY,NULL,Abaunza,525 WEST 120TH STREET  BOX 309,NEW YORK,NY,10027,4/9/1985,White,European American,Male,44598
698,DEE,NULL,Amarillas,2717 3RD AVENUE NORTH,FARGO,ND,58102,5/2/1995,Hispanic,European American,Male,20583
699,WINNIE,NULL,Asaro,65 ELM STREET,COPIAGUE,NY,11726,10/22/1983,White,European American,Male,50549
700,MARCY,NULL,Annan,N7698 COUNTY HIGHWAY H,ELKHORN,WI,53121,4/7/1977,Hispanic,European American,Male,69174
701,LUISA,NULL,Bakowski,4900 MERIDAN STREET,NORMAL,AL,35762,12/9/1977,White,European American,Female,60225
702,JERI,NULL,Altizer,5345 ATLANTA HIGHWAY,MONTGOMERY,AL,36109,2/6/1989,Hispanic,European American,Female,26708
703,MAGDALENA,NULL,Alar,PALMER CIRCLE,MONTEVALLO,AL,35115,10/9/1980,White,European American,Male,50590
704,OFELIA,NULL,Belk,915 SOUTH JACKSON STREET,MONTGOMERY,AL,36101,6/5/1979,White,European American,Male,78589
705,MEAGAN,NULL,Angelson,PO BOX 699,ALEXANDER CITY,AL,35011,3/29/1998,White,European American,Male,38176
706,AUDRA,NULL,Bartow,300 NORTH BEATY STREET,ATHENS,AL,35611,6/26/1994,Unknown,European American,Female,58358
707,MATILDA,NULL,Alguire,203 MARY MARTIN HALL,AUBURN,AL,36849,6/12/1995,White,European American,Male,38004
708,LEILA,NULL,Adloff,900 ARKADELPHIA ROAD,BIRMINGHAM,AL,35254,9/27/1985,Asian,European American,Male,40201
709,CORNELIA,NULL,Bayles,POST OFFICE BOX 2216,DECATUR,AL,35609,2/3/1978,White,European American,Female,21952
710,BIANCA,NULL,Aronov,POST OFFICE BOX 1300,ENTERPRISE,AL,36331,6/23/1984,White,European American,Female,65880
711,SIMONE,NULL,Baremore,ONE HARRISON PLAZA,FLORENCE,AL,35632,2/11/1976,White,European American,Male,61838
712,BETTYE,NULL,Aswegan,1001 GEORGE WALLACE DR,GADSDEN,AL,35903,12/12/1984,Hispanic,European American,Male,88276
713,RANDI,NULL,Bainbridge,1141 WALLACE DRIVE,DOTHAN,AL,36303,4/21/1995,White,European American,Female,49041
714,VIRGIE,NULL,Altomare,1500 EAST FAIRVIEW AVE,MONTGOMERY,AL,36106,8/28/1993,White,European American,Female,44657
715,LATISHA,NULL,Beehler,700 PELHAM RD NORTH  FINCL.AID,JACKSONVILLE,AL,36265,3/20/1994,White,European American,Male,84286
716,BARBRA,R,Becks,220 ALCO DR.,BREWTON,AL,36427,8/21/1986,White,European American,Male,27088
717,GEORGINA,NULL,Battino,2601 CARSON ROAD,BIRMINGHAM,AL,35215,4/10/1988,White,European American,Male,80915
718,ELIZA,NULL,Amstrong,302 BIBB STREET,MARION,AL,36756,12/16/1996,Hispanic,European American,Male,48785
719,LEANN,NULL,Ardito,205 N WASHINGTON,LIVINGSTON,AL,35470,10/24/1987,White,European American,Female,73862
720,BRIDGETTE,Y,Bator,WASHINGTON STREET,MARION,AL,36756,4/20/1995,White,European American,Male,79389
721,RHODA,NULL,Admas,5500 MYRON MASSEY BOULEVARD,FAIRFIELD,AL,35064,9/1/1994,White,European American,Female,48981
722,HALEY,NULL,Angley,5735 COLLEGE PARKWAY,MOBILE,AL,36613,1/26/1997,White,European American,Male,81742
723,ADELA,NULL,Askam,351 NO BROAD STREET,MOBILE,AL,36603,4/18/1996,White,European American,Male,40080
724,NOLA,NULL,Batrum,P.O. BOX 159 - HWY 35 WEST,RAINSVILLE,AL,35986,10/10/1998,White,European American,Male,54982
725,BERNADINE,NULL,Alty,7000 ADVENTIST BLVD,HUNTSVILLE,AL,35896,12/13/1991,White,European American,Male,28844
726,FLOSSIE,NULL,Benzie,2800 SOUTH ALABAMA AVE,MONROEVILLE,AL,36460,6/30/1991,White,European American,Male,87095
727,ILA,NULL,Amezaga,800 LAKESHORE DRIVE,BIRMINGHAM,AL,35229,9/5/2001,White,European American,Male,75255
728,GRETA,NULL,Batlis,220 NORTH WALNUT STREET,BOAZ,AL,35957,12/6/2001,White,European American,Male,38563
729,RUTHIE,NULL,Alegre,750 ROBERTS ST PO BOX 1000,WADLEY,AL,36276,12/30/1979,White,European American,Male,29176
730,NELDA,NULL,Balwin,4000 DAUPHIN STREET,MOBILE,AL,36608,9/5/1979,Black,European American,Male,17126
731,MINERVA,NULL,Araque,PO DRAWER 1430,TUSCALOOSA,AL,35403,4/3/1980,White,European American,Female,39511
732,LILLY,NULL,Barbeau,627 WEST BATTLE STREET,TALLADEGA,AL,35160,3/22/1993,White,European American,Male,87425
733,TERRIE,NULL,Bawks,UNIVERSITY AVENUE,TROY,AL,36082,10/24/1989,White,European American,Male,49892
734,LETHA,NULL,Alpern,308 KRESGE CENTER,TUSKEGEE,AL,36088,8/29/1979,White,European American,Male,32038
735,HILARY,NULL,Akemon,PO BOX 870162,TUSCALOOSA,AL,35487,8/1/1978,White,European American,Female,82643
736,ESTELA,NULL,Bamber,1530 3RD AVE SO HUC 317C,BIRMINGHAM,AL,35294,5/12/2001,White,European American,Male,58430
737,VALARIE,NULL,Arjune,OFF FINANCIAL AID - UC 212,HUNTSVILLE,AL,35899,9/22/1983,White,European American,Male,56555
738,BRIANNA,NULL,Barginear,270 ADMINISTRATION BUILDING,MOBILE,AL,36688,8/7/1995,White,European American,Male,45609
739,ROSALYN,NULL,Benner,3060 WILSON ROAD S.W.,BIRMINGHAM,AL,35221,4/15/1977,White,European American,Male,28459
740,EARLINE,NULL,Avenia,1900 US HWY 31 SOUTH,BAY MINETTE,AL,36507,11/24/1988,White,European American,Male,51408
741,CATALINA,NULL,Alvorez,4101 UNIVERSITY DRIVE,ANCHORAGE,AK,99508,7/24/1987,White,European American,Male,32020
742,AVA,NULL,Barrish,3RD FLOOR SIGNERS HALL,FAIRBANKS,AK,99775,2/3/1993,White,European American,Female,24477
743,MIA,NULL,Alrich,11120 GLACIER HIGHWAY,JUNEAU,AK,99801,1/13/1998,White,European American,Male,79877
744,CLARISSA,NULL,Amela,9500 S AVE 8E,YUMA,AZ,85366,4/3/1994,White,European American,Male,22407
745,LIDIA,NULL,Bayala,4190 W. HIGHWAY 80,DOUGLAS,AZ,85607,9/26/1986,White,European American,Male,81396
746,CORRINE,NULL,Alexender,3714 W. CHURCH STREET,THATCHER,AZ,85552,11/16/1985,White,European American,Male,48922
747,ALEXANDRIA,NULL,Berkhalter,3300 WEST CAMELBACK ROAD,PHOENIX,AZ,85017,7/26/1983,White,European American,Female,42788
748,CONCEPCION,NULL,Barran,6000 W. OLIVE AVE,GLENDALE,AZ,85302,4/18/1978,White,European American,Male,68870
749,TIA,NULL,Antonio,1833 W. SOUTHERN AVE,MESA,AZ,85202,8/8/1990,White,European American,Male,86962
750,SHARRON,NULL,Axton,1202 W. THOMAS RD,PHOENIX,AZ,85013,4/30/1981,White,European American,Female,71556
751,RAE,T,Abramoff,1100 E SHELDON STREET,PRESCOTT,AZ,86301,2/23/1996,Hispanic,European American,Male,26806
752,DONA,NULL,Bacigalupo,STUDENT FINANCIAL ASSISTANCE,TEMPE,AZ,85287,4/26/1995,White,European American,Male,76061
753,ERICKA,NULL,Bellinghausen,POST OFFICE BOX 4108,FLAGSTAFF,AZ,86011,9/7/1997,White,European American,Female,10534
754,JAMI,NULL,Baddeley,PO BOX 210066,TUCSON,AZ,85721,3/30/1982,White,European American,Male,40596
755,ELNORA,NULL,Baumert,PO BOX 3470,MONTICELLO,AR,71656,4/12/1988,White,European American,Male,81342
756,CHANDRA,NULL,Bak,FINANCIAL AID  BOX 4985,PINE BLUFF,AR,71601,7/30/1978,White,European American,Male,47794
757,LENORE,NULL,Agib,1621 DR. MARTIN L. KING DRIVE,LITTLE ROCK,AR,72202,7/21/1996,White,European American,Female,14697
758,NEVA,NULL,Arismendez,2300 HIGHLAND ROAD,BATESVILLE,AR,72501,12/6/1990,Hispanic,European American,Male,55244
759,MARYLOU,NULL,Arguijo,HIGHWAY 7 NORTH,RUSSELLVILLE,AR,72801,2/9/1986,White,European American,Male,27103
760,MELISA,NULL,Amrich,2105 AGGIE ROAD,JONESBORO,AR,72401,5/24/1992,White,European American,Male,58945
761,TABATHA,NULL,Bartolini,1000 IOWA STREET,BEEBE,AR,72012,12/30/1998,White,European American,Male,63556
762,SERENA,NULL,Banchero,201 DONAGHEY AV BERNARD HL-202,CONWAY,AR,72035,1/4/1985,White,European American,Female,76295
763,AVIS,NULL,Bartel,1501 COLLEGE AVENUE,CONWAY,AR,72034,8/28/1979,Black,European American,Female,45090
764,ALLIE,NULL,Anctil,415 COLLEGE AVENUE,CLARKSVILLE,AR,72830,7/8/1985,White,European American,Male,68886
765,SOFIA,NULL,Barribeau,100 COLLEGE DRIVE,PARAGOULD,AR,72450,8/12/2000,White,European American,Male,12114
766,JEANIE,NULL,Barthol,900 EAST CENTER,SEARCY,AR,72149,9/10/1996,White,European American,Male,65211
767,ODESSA,T,Belue,1100 HENDERSON STREET,ARKADELPHIA,AR,71999,5/10/1990,White,European American,Male,43734
768,NANNIE,NULL,Andaya,1600 WASHINGTON AVE,CONWAY,AR,72032,3/25/1976,White,European American,Male,17683
769,HARRIETT,NULL,Abed,2000 WEST UNIVERSITY STREET,SILOAM SPRINGS,AR,72761,7/6/2000,White,European American,Male,74739
770,LORAINE,NULL,Berent,2801 SOUTH UNIVERSITY AVE,LITTLE ROCK,AR,72204,1/15/1989,White,European American,Male,40592
771,PENELOPE,NULL,Arenstam,OBU BOX 3774 410 OUACHITA STREET,ARKADELPHIA,AR,71998,9/13/1995,White,European American,Female,20581
772,MILAGROS,NULL,Aleman,900 WEST DAISY GASTON BATES DRIVE,LITTLE ROCK,AR,72202,4/29/1987,White,European American,Male,13221
773,EMILIA,NULL,Antista,POST OFFICE BOX 785,HELENA,AR,72342,5/21/1981,Hispanic,European American,Male,47990
774,BENITA,NULL,Arrellano,604 LOCUST STREET,NORTH LITTLE ROCK,AR,72114,2/26/1997,Hispanic,European American,Male,32369
775,ALLYSON,NULL,Akiyama,60 W. FULLBRIGHT AVE,WALNUT RIDGE,AR,72476,3/20/1982,White,European American,Male,20343
776,ASHLEE,NULL,Amerio,100 EAST UNIV PO BOX 9344,MAGNOLIA,AR,71754,8/10/1997,White,European American,Female,79834
777,TANIA,NULL,Arcaro,425 ADMINISTRATION BLDG,FAYETTEVILLE,AR,72701,3/3/1992,White,European American,Male,72279
778,TOMMIE,NULL,Arashiro,4301 WEST MARKHAM STREET,LITTLE ROCK,AR,72205,4/28/1996,White,European American,Female,68820
779,ESMERALDA,NULL,Bantay,5210 GRAND AVE,FORT SMITH,AR,72904,6/14/1976,White,European American,Male,18441
780,KARINA,NULL,Alldredge,800 SO COLLEGE DRIVE,SANTA MARIA,CA,93454,6/13/1994,,European American,,51186
781,EVE,T,Barkley,3041 WEST AVE K,LANCASTER,CA,93536,7/5/1976,White,European American,Female,37544
782,PEARLIE,NULL,Bendtsen,1700 LIDA STREET,PASADENA,CA,91103,5/7/1985,White,European American,Male,58758
783,ZELMA,NULL,Balitas,901 EAST ALOSTA AVENUE,AZUSA,CA,91702,9/16/1983,White,European American,Female,12085
784,MALINDA,NULL,Aldarondo,1801 PANORAMA DRIVE,BAKERSFIELD,CA,93305,12/30/1986,White,European American,Female,61973
785,NOREEN,NULL,Allgeyer,2700 BARSTOW ROAD,BARSTOW,CA,92311,10/10/1989,White,European American,Male,15250
786,TAMEKA,NULL,Arlotta,13800 BIOLA AVE,LA MIRADA,CA,90639,3/17/1976,White,European American,Female,11390
787,SAUNDRA,NULL,Bazydlo,1321 ALAMEDA PADRE SERRA,SANTA BARBARA,CA,93103,10/12/1989,Black,European American,Female,86657
788,HILLARY,NULL,Bahar,6500 SOQUEL DRIVE,APTOS,CA,95003,12/15/1999,White,African American,Male,75771
789,AMIE,NULL,Baichan,8432 MAGNOLIA AVE,RIVERSIDE,CA,92504,9/28/1979,White,African American,Female,25649
790,ALTHEA,NULL,Bazzi,1111 EIGHTH STREET,SAN FRANCISCO,CA,94107,10/11/1975,White,African American,Male,26510
791,ROSALINDA,NULL,Agunos,1201 E CALIFORNIA BLVD,PASADENA,CA,91125,12/27/2001,White,African American,Female,36733
792,JORDAN,NULL,Becze,24700 MCBEAN PARKWAY,VALENCIA,CA,91355,10/19/1981,White,African American,Female,51298
793,LILIA,NULL,Arenos,60 WEST OLSEN ROAD,THOUSAND OAKS,CA,91360,2/8/1990,White,African American,Male,21093
794,ALANA,NULL,Aboshihata,POST OFFICE BOX 1392,VALLEJO,CA,94590,3/12/1977,White,African American,Male,23746
795,GAY,NULL,Arva,800 N STATE CLG BLVD FIN AID,FULLERTON,CA,92831,9/11/2001,Hispanic,African American,Male,52896
796,CLARE,NULL,Badoni,25800 CARLOS BEE BLVD,HAYWARD,CA,94542,2/15/1976,White,African American,Male,67030
797,ALEJANDRA,NULL,Arduini,1250 BELLFLOWER BOULEVARD,LONG BEACH,CA,90840,11/28/1999,Hispanic,African American,Male,39718
798,ELINOR,NULL,Abbadessa,5151 STATE UNIV DR,LOS ANGELES,CA,90032,10/10/1994,White,African American,Male,17685
799,MICHAEL,NULL,Bazarte,1000 E VICTORIA STREET,CARSON,CA,90747,9/13/1976,White,African American,Male,56833
800,LORRIE,NULL,Albarazi,5500 UNIVERSITY PKWY,SAN BERNARDINO,CA,92407,6/21/1979,White,African American,Female,55127
801,JERRI,NULL,Asrari,FINANCIAL AID OFFICE,SAN LUIS OBISPO,CA,93407,9/28/1988,Hispanic,African American,Male,78525
802,DARCY,NULL,Aquino,3801 W TEMPLE AVE,POMONA,CA,91768,8/24/2001,White,African American,Male,40817
803,EARNESTINE,NULL,Abrams,400 WEST FIRST STREET,CHICO,CA,95929,11/13/1987,White,African American,Female,41972
804,CARMELLA,NULL,Albertsen,5150 N MAPLE AVE  MS JA64,FRESNO,CA,93740,7/13/1998,Hispanic,African American,Male,77040
805,TAYLOR,NULL,Archdale,1 HARPST ST,ARCATA,CA,95521,3/22/1991,Hispanic,African American,Male,21370
806,NOEMI,NULL,Belzung,6000 J ST,SACRAMENTO,CA,95819,4/20/1998,White,African American,Male,35100
807,MARCIE,NULL,Aguero,5500 CAMPANILE DRIVE,SAN DIEGO,CA,92182,8/31/1998,White,African American,Female,45858
808,LIZA,NULL,Ariail,18111 NORDHOFF ST,NORTHRIDGE,CA,91330,8/23/1980,White,African American,Male,26007
809,ANNABELLE,NULL,Baldor,1600 HOLLOWAY AVE,SAN FRANCISCO,CA,94132,10/1/1985,White,African American,Male,45195
810,LOUISA,NULL,Aluarado,ONE WASHINGTON SQUARE,SAN JOSE,CA,95192,2/9/1981,White,African American,Female,35561
811,EARLENE,NULL,Alhusseini,1801 E COTATI AVE,ROHNERT PARK,CA,94928,3/13/1989,White,African American,Male,17566
812,MALLORY,NULL,Baynes,ONE UNIVERSITY CIRCLE,TURLOCK,CA,95382,12/27/1980,White,African American,Male,85799
813,CARLENE,NULL,Bennetts,11110 ALONDRA BLVD,NORWALK,CA,90650,1/8/1985,Hispanic,African American,Male,86831
814,NITA,N,Alexakis,25555 HESPERIAN BOULEVARD,HAYWARD,CA,94545,4/1/1978,White,African American,Female,45185
815,SELENA,NULL,Barranca,5885 HAVEN AVENUE,RANCHO CUCAMONGA,CA,91737,12/8/1985,White,African American,Male,53122
816,TANISHA,NULL,Ace,ONE UNIVERSITY DRIVE,ORANGE,CA,92866,8/17/1978,White,African American,Female,44824
817,KATY,NULL,Bacchus,1000 W FOOTHILL BLVD,GLENDORA,CA,91741,6/7/1997,White,African American,Female,19885
818,JULIANNE,NULL,Ackles,890 COLUMBIA AVE,CLAREMONT,CA,91711,5/22/1984,White,African American,Female,89667
819,JOHN,NULL,Beales,301 PLATT BOULEVARD,CLAREMONT,CA,91711,4/26/1981,White,African American,Male,26149
820,LAKISHA,NULL,Ashbrook,1050 N. MILLS AVE,CLAREMONT,CA,91711,5/1/2000,White,African American,Male,41374
821,EDWINA,NULL,Assenmacher,550 N COLLEGE AVE,CLAREMONT,CA,91711,9/13/1979,White,African American,Male,63154
822,MARICELA,NULL,Berkey,1030 COLUMBIA AVE,CLAREMONT,CA,91711,9/13/1979,White,African American,Female,59143
823,MARGERY,NULL,Alisauskas,300 CHERRY LANE,COALINGA,CA,93210,4/3/1981,White,African American,Male,47908
824,KENYA,NULL,Anter,1175 BORDEAUX DR,SUNNYVALE,CA,94089,3/21/1990,White,African American,Female,71359
825,DOLLIE,NULL,Bent,835 COLLEGE AVE,KENTFIELD,CA,94904,9/7/1983,White,African American,Male,82496
826,ROXIE,NULL,Algeo,1500 RALSTON AVE,BELMONT,CA,94002,6/17/1981,White,African American,Male,86406
827,ROSLYN,NULL,Alatorre,1700 W HILLSDALE BLVD,SAN MATEO,CA,94402,8/21/1978,White,African American,Female,39699
828,KATHRINE,NULL,Ahsan,43-500 MONTEREY AVENUE,PALM DESERT,CA,92260,1/1/1984,White,African American,Male,31476
829,NANETTE,NULL,Athearn,3500 MOUNTAIN BLVD,OAKLAND,CA,94619,11/11/1991,White,African American,Female,78348
830,CHARMAINE,NULL,Altmark,7351 TOMPKINS HILL ROAD,EUREKA,CA,95501,9/29/1985,White,African American,Male,23311
831,LAVONNE,NULL,Bartos,915 SOUTH MOONEY BLVD,VISALIA,CA,93277,11/5/1983,White,African American,Male,21401
832,ILENE,NULL,Beckett,800 COLLEGE AVE,WEED,CA,96094,4/12/1986,White,African American,Male,42350
833,KRIS,NULL,Begeal,1111 EAST ARTESIA BLVD,COMPTON,CA,90221,4/30/1986,Black,African American,Male,52043
834,TAMMI,NULL,Bakko,2600 MISSION BELL DRIVE,SAN PABLO,CA,94806,1/24/1980,White,African American,Male,34973
835,SUZETTE,NULL,Bargen,321 GOLF CLUB ROAD,PLEASANT HILL,CA,94523,12/12/1988,White,African American,Female,10999
836,CORINE,NULL,Balezentis,HIGHWAY 1,SAN LUIS OBISPO,CA,93403,12/12/1977,White,African American,Male,31781
837,KAYE,NULL,Angus,9200 VALLEY VIEW,CYPRESS,CA,90630,1/10/1984,White,African American,Male,60191
838,JERRY,NULL,Baldwin,50 ACACIA AVENUE,SAN RAFAEL,CA,94901,4/27/2001,White,African American,Male,25926
839,MERLE,NULL,Bayani,16007 CRENSHAW BLVD-FIN. AID,TORRANCE,CA,90506,9/2/1985,White,African American,Female,68385
840,CHRYSTAL,NULL,Anderl,12345 EL MONTE RD-FIN. AID OFF,LOS ALTOS HILLS,CA,94022,8/7/1985,White,African American,Male,32794
841,LINA,NULL,Badolato,321 EAST CHAPMAN AVE,FULLERTON,CA,92832,2/16/1978,White,African American,Male,57551
842,DEANNE,NULL,Alter,5055 SANTA TERESA BLVD,GILROY,CA,95020,10/19/1990,White,African American,Male,49228
843,LILIAN,NULL,Babonis,1500 NO VERDUGO ROAD,GLENDALE,CA,91208,5/27/1998,White,African American,Male,19587
844,JULIANA,F,Baylor,536 MISSION STREET,SAN FRANCISCO,CA,94105,8/2/1983,White,African American,Female,85653
845,ALINE,NULL,Angis,15744 GOLDEN WEST STREET,HUNTINGTON BEACH,CA,92647,11/9/1999,White,African American,Male,82902
846,LUANN,NULL,Belak,8800 GROSSMONT COLLEGE DR,EL CAJON,CA,92020,7/30/1981,White,African American,Male,32168
847,KASEY,NULL,Basista,411 CENTRAL AVENUE,SALINAS,CA,93901,10/10/2001,White,African American,Female,86034
848,MARYANNE,NULL,Basaldua,6650 INGLEWOOD AVE,STOCKTON,CA,95207,7/1/1975,White,African American,Male,50544
849,EVANGELINE,NULL,Alexandria,POST OFFICE BOX 158,IMPERIAL,CA,92251,4/20/1990,White,African American,Female,31014
850,COLETTE,NULL,Andrew,4500 RIVERWALK PARKWAY,RIVERSIDE,CA,92515,12/6/1999,White,African American,Female,15556
